x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,y
1.43,49520,49770,49344,48678,6218.95,1220.82,14.21,10869.9,1935.95,2566.4,136940,2.2,2.2,673.56,3.37,6.95,1.13,47398
1.45,49770,49344,48678,48254,6185.7,1238.24,14.48,11008.4,1960.55,2706.9,128395,1.9,1.9,672.3,3.37,6.86,1.14,47456
1.44,49344,48678,48254,47740,6138,1242.43,14.61,10788.6,1920.05,2632,120980,1.9,1.9,680.94,3.35,6.89,1.14,47682
1.36,48678,48254,47740,47486,5995.15,1250.58,14.63,10831.2,1922.1,2583.3,126020,1.9,1.9,690.53,3.35,6.89,1.14,47970
1.3,48254,47740,47486,47398,5957.7,1272.38,15.01,10719,1873.05,2533.4,130025,1.9,1.9,692.41,3.36,6.88,1.14,48098
1.33,47740,47486,47398,47456,5852.6,1285.51,15.56,10786.35,1841.98,2489.35,132265,1.66,1.74,691.34,3.36,6.87,1.14,49184
1.39,47486,47398,47456,47682,5911.05,1288.17,15.61,11197.1,1839.65,2518.6,132935,1.6,1.7,677.39,3.34,6.81,1.15,49950
1.41,47398,47456,47682,47970,5937.1,1289.4,15.51,11579.2,1833.35,2517.85,134480,1.6,1.7,671.65,3.32,6.77,1.14,50018
1.4,47456,47682,47970,48098,5941.3,1286.25,15.38,11698.9,1879.6,2628.8,145515,1.6,1.7,671.66,3.33,6.78,1.14,49788
1.37,47682,47970,48098,49184,6079.75,1314.55,15.89,12218.8,1872.55,2712.45,148465,1.58,1.66,662.01,3.34,6.72,1.14,50146
1.44,47970,48098,49184,49950,6209.35,1311.46,15.76,12885.85,1880.8,2735.9,149570,1.5,1.5,654.71,3.32,6.74,1.14,49444
1.48,48098,49184,49950,50018,6136.25,1311.54,15.64,12299.65,1833.4,2615.5,146680,1.5,1.5,662.08,3.33,6.77,1.13,49367
1.59,49184,49950,50018,49788,6403.7,1331.23,15.89,12694.4,1855.55,2701.3,138120,1.5,1.5,654.78,3.32,6.74,1.13,49346
1.62,49950,50018,49788,50146,6534.5,1316.36,15.65,12965.6,1889.7,2782.55,130205,1.58,1.66,652.36,3.3,6.69,1.14,49540
1.78,50018,49788,50146,49444,6478.5,1288.55,15.1,13282.1,1845.5,2767.05,119140,1.9,2.3,662.95,3.3,6.71,1.13,49214
1.84,49788,50146,49444,49367,6459.25,1300.15,15.32,12916.75,1859.45,2853.4,133815,1.9,2.3,668.84,3.3,6.71,1.13,48688
1.91,50146,49444,49367,49346,6431.6,1308.87,15.4,12981.8,1896.9,2855.8,179215,1.9,2.3,667.94,3.29,6.71,1.13,48046
1.92,49444,49367,49346,49540,6371.4,1305.7,15.26,12906.8,1877.9,2931.95,171055,1.9,2.3,680.4,3.31,6.72,1.13,47754
1.94,49367,49346,49540,49214,6436.9,1290.64,15.11,13078.2,1869.25,2972.9,180105,2,2.5,667.58,3.3,6.72,1.12,47414
2.03,49346,49540,49214,48688,6447.7,1298.4,15.1,13036.95,1843.75,2959.3,196040,2,2.5,662.82,3.29,6.71,1.13,46968
2.05,49540,49214,48688,48046,6471.47,1277.68,14.98,12734.13,1845.12,2905.43,190208.33,2,2.5,661.49,3.29,6.7,1.13,46328
2.12,49214,48688,48046,47754,6402.53,1277.06,14.95,12328.17,1844.98,2858.67,190746.67,2,2.5,670.66,3.32,6.72,1.12,46570
2.06,48688,48046,47754,47414,6289.95,1277.85,14.8,12155.2,1793.95,2885.9,229510,1.88,2.62,678.2,3.3,6.73,1.12,46680
1.98,48046,47754,47414,46968,6138.9,1283.1,14.81,11916.75,1774.75,2771,223180,1.8,2.7,683.5,3.31,6.79,1.12,47100
2.01,47754,47414,46968,46328,6028.25,1291.42,14.65,12005.4,1810.65,2743.25,195785,1.8,2.7,693.36,3.32,6.89,1.12,46722
1.97,47414,46968,46328,46570,5939.15,1278.56,14.48,12052.1,1761.9,2705.15,187595,1.8,2.7,695.5,3.34,6.91,1.12,46261
1.91,46968,46328,46570,46680,5871.9,1287.46,14.48,12089.6,1769.85,2702.6,196145,1.8,2.7,705.82,3.35,6.9,1.12,47072
1.72,46328,46570,46680,47100,5804.25,1330.94,14.85,11673.2,1747.2,2611,211770,1.6,2.7,694.78,3.34,6.91,1.13,47250
1.73,46570,46680,47100,46722,5833.8,1334.3,14.79,11736.4,1748.25,2611.1,226890,1.6,2.7,696.36,3.33,6.92,1.13,46900
1.76,46680,47100,46722,46261,5911.6,1366.53,15.15,11965.65,1747.25,2585.7,248715,1.6,2.7,690.48,3.32,6.89,1.13,46334
1.92,47100,46722,46261,47072,5979.25,1414.18,15.32,12400.5,1781.1,2597.1,242375,1.6,2.7,679.39,3.29,6.87,1.14,46566
1.91,46722,46261,47072,47250,5902.85,1407.85,15.2,12246,1771.95,2479.5,265565,1.8,2.8,680.02,3.29,6.87,1.13,46506
1.96,46261,47072,47250,46900,5897.4,1406.07,15.13,12946.6,1807.95,2402.85,293210,1.8,2.8,684.16,3.28,6.88,1.13,46528
1.87,47072,47250,46900,46334,5993.95,1423.84,15.89,14303,1828.9,2457.3,294565,1.8,2.8,682.43,3.28,6.88,1.12,46868
1.86,47250,46900,46334,46566,5969.85,1420.25,16.43,14198,1790.2,2435.1,294740,1.8,2.8,692.23,3.29,6.88,1.11,47486
1.84,46900,46334,46566,46506,5881.2,1431.15,16.36,14424.6,1765.95,2426.8,290070,1.76,2.8,703.38,3.31,6.9,1.11,47586
1.67,46334,46566,46506,46528,5700.85,1488.04,16.77,15196.2,1733.95,2276.1,276690,1.7,2.8,713.67,3.38,7.04,1.12,47238
1.68,46566,46506,46528,46868,5741.2,1513.17,17.12,16017.8,1749.2,2267.2,290285,1.7,2.8,709.12,3.39,7.04,1.11,47246.67
1.67,46506,46528,46868,47486,5681.7,1506.37,17.12,15822.3,1749.9,2251.1,329895,1.7,2.8,713.49,3.38,7.07,1.11,47013.33
1.65,46528,46868,47486,47586,5662.75,1531.37,18.16,16447.4,1727.85,2255.25,334970,1.7,2.8,721.28,3.39,7.15,1.11,46950
1.53,46868,47486,47586,47238,5707.3,1530.79,18.81,17882.8,1742.7,2296.95,324280,1.7,3,719.68,3.38,7.15,1.1,47260
1.57,47486,47586,47238,47246.67,5815.55,1493.86,17.91,18028.8,1782.75,2348.2,304480,1.7,3,711.41,3.33,7.1,1.1,47326
1.69,47586,47238,47246.67,47013.33,5788.95,1502,17.86,17394.8,1765.45,2334.15,295000,1.7,3,714.53,3.35,7.09,1.1,47272
1.65,47238,47246.67,47013.33,46950,5738,1511.88,18.09,17408.7,1733.55,2327.55,275725,1.7,3,724.6,3.36,7.12,1.09,47121
1.57,47246.67,47013.33,46950,47260,5645.95,1492.18,17.37,17594.8,1704.4,2357.7,271190,1.78,3.64,722.38,3.38,7.15,1.1,47094
1.6,47013.33,46950,47260,47326,5698.07,1497.31,17.58,17704.5,1737.2,2367.3,284000,1.8,3.8,719.04,3.37,7.13,1.1,47324
1.62,46950,47260,47326,47272,5744.6,1489.23,17.5,16599.2,1721.6,2465.55,274280,1.8,3.8,713.11,3.35,7.08,1.11,47318
1.64,47260,47326,47272,47121,5844.95,1494.4,17.69,16551.7,1718.15,2518.55,266870,1.8,3.8,724.96,3.34,7.07,1.11,48676
1.66,47326,47272,47121,47094,5854.45,1500.5,17.94,16766,1756.5,2570.4,259030,1.86,3.94,734.03,3.34,7.05,1.11,48988
1.65,47272,47121,47094,47324,5906.7,1482.08,17.41,16273.9,1819.2,2544.4,243180,2.1,4.5,743.25,3.34,7,1.11,49188
1.62,47121,47094,47324,47318,5825.35,1462.89,16.89,15347.4,1764.3,2472.2,226895,2.1,4.5,781.68,3.38,7.01,1.1,49133
1.65,47094,47324,47318,48676,5834.95,1468.22,17.07,14561.5,1744.65,2343.25,220575,2.1,4.5,789.23,3.38,7.03,1.11,48790
1.66,47324,47318,48676,48988,5879.4,1458.02,16.96,14179,1767.8,2310.95,212465,2.1,4.5,807.52,3.39,7.03,1.1,48966
1.6,47318,48676,48988,49188,5866.05,1469.95,16.87,13342.8,1775.6,2243,201990,2.3,4.5,789.97,3.38,7.04,1.11,48292
1.65,48676,48988,49188,49133,6096,1469.08,16.79,13711.2,1756.17,2239.75,181070,2.3,4.5,770.57,3.38,7.01,1.11,46380
1.69,48988,49188,49133,48790,6169.65,1476.77,17.04,14088.8,1764.3,2312.2,160495,2.3,4.5,755.5,3.33,7,1.11,45406
1.73,49188,49133,48790,48966,6182.82,1502.45,17.73,14232.15,1790.32,2291.7,148962.5,2.3,4.5,748.93,3.31,7,1.11,45492
1.72,49133,48790,48966,48292,6153.75,1527.23,17.92,14027.05,1785.27,2307.27,145442.5,2.42,5.04,752.65,3.31,6.97,1.12,46002
1.69,48790,48966,48292,46380,6143.82,1561.98,18.11,13939.6,1781.85,2377.9,138150,2.5,5.4,767.99,3.32,6.94,1.11,45338
1.65,48966,48292,46380,45406,6257.2,1551.88,17.93,13912.9,1784.25,2412.5,127635,2.5,5.4,773.4,3.32,6.88,1.11,45010
1.59,48292,46380,45406,45492,6058.25,1562.3,17.9,13446.1,1794.15,2412.5,172590,2.5,5.4,773.16,3.32,6.91,1.11,43594
1.5,46380,45406,45492,46002,5624.55,1577.86,17.77,12556.3,1727.85,2227.35,183930,2.5,5.4,792.05,3.35,6.94,1.1,40596
1.48,45406,45492,46002,45338,5634.4,1564.43,17.67,12826.4,1683.8,2178.35,176205,2.3,5.2,783.57,3.37,6.99,1.1,38284
1.55,45492,46002,45338,45010,5730.2,1573,17.65,12995.2,1702.73,2141,167150,2.3,5.2,792,3.38,6.98,1.09,39392
1.64,46002,45338,45010,43594,5748.55,1611.2,18.23,12703.5,1689.7,2119.1,164515,2.3,5.2,799,3.38,7,1.08,40843
1.48,45338,45010,43594,40596,5637.85,1633,17.78,12337.1,1676.15,2014.5,196260,2.3,5.2,812.22,3.42,7.01,1.09,42036
1.51,45010,43594,40596,38284,5647.05,1642.24,17.18,12675,1698.5,1976.7,207660,1.5,4.3,818.83,3.44,6.94,1.12,42024
1.04,43594,40596,38284,39392,5494.1,1613.71,16.23,12331.4,1661.82,1959.45,189085,1.5,4.3,840.59,3.51,6.98,1.13,42911
0.66,40596,38284,39392,40843,4951.9,1499.53,12.43,11446.2,1616.55,1858.2,218420,1.5,4.3,859.12,3.55,7.05,1.09,43131
0.5,38284,39392,40843,42036,4770.68,1609.12,14.16,11131.1,1513,1830,225360,1.5,4.3,842.46,3.47,7.08,1.09,43538
0.61,39392,40843,42036,42024,4837.6,1603.03,14.16,11270.64,1472.16,1873.25,220955,0.78,3.7,858.23,3.44,7.09,1.09,43992
0.68,40843,42036,42024,42911,4970.59,1665.5,15.14,11453.45,1436.66,1898.72,242875,0.3,3.3,846.13,3.37,7.05,1.09,44104
0.71,42036,42024,42911,43131,5118.35,1711.18,15.46,11777.17,1466.53,1920.13,261455,0.3,3.3,850.95,3.4,7.06,1.09,44970
0.62,42024,42911,43131,43538,5104.65,1710.27,15.12,12160.75,1469.03,1891.3,263805,0.3,3.3,857.29,3.38,7.08,1.08,46702
0.7,42911,43131,43538,43992,5168.05,1702.33,15.09,12132.05,1461.97,1919.4,255180,0.26,3.12,840.09,3.38,7.07,1.09,47128
0.9,43131,43538,43992,44104,5175.15,1701.51,15.06,12085.5,1445.55,1955.95,245855,0.1,2.4,834.93,3.4,7.07,1.08,48230
0.92,43538,43992,44104,44970,5194.38,1716.93,15.78,12106.45,1443.02,1985.35,251975,0.1,2.4,822.33,3.43,7.09,1.08,49264
1.04,43992,44104,44970,46702,5331.91,1736.53,17.23,12413.35,1476.48,2017.35,273575,0.1,2.4,810.19,3.42,7.11,1.09,50040
1.02,44104,44970,46702,47128,5301.05,1718.56,17.33,12198.15,1504.72,1964.45,266775,0.1,2.4,807.37,3.44,7.14,1.1,52242
1.13,44970,46702,47128,48230,5529.17,1711.58,17.82,12753.55,1536.29,2027.41,250880,0.6,2.5,778.1,3.42,7.11,1.12,51994
1.17,46702,47128,48230,49264,5764.4,1721.01,17.68,12788.07,1580.46,2003.15,234820,0.6,2.5,778.59,3.44,7.07,1.13,51914
1.23,47128,48230,49264,50040,5746.2,1727.88,17.44,12799,1575.21,2019.63,244005,0.6,2.5,800.05,3.49,7.09,1.12,51450
1.23,48230,49264,50040,52242,5889.25,1763.09,17.72,12555.75,1571.5,2044.75,227045,0.6,2.5,817.26,3.51,7.07,1.13,50384
1.22,49264,50040,52242,51994,6020.25,1774.48,17.99,12828.3,1595.45,2033.3,213320,0.84,2.62,810.04,3.53,7.07,1.12,51682
1.27,50040,52242,51994,51914,6253.83,1797.63,18.51,13363.85,1626.27,2110.52,190395,1,2.7,790.74,3.52,7,1.13,51526
1.25,52242,51994,51914,51450,6469.6,1804.89,19.23,13461.55,1644.12,2203.85,165635,1,2.7,786.44,3.5,7,1.14,52026
1.27,51994,51914,51450,50384,6508.39,1863.51,21.91,13395.1,1654.05,2216.3,145590,1,2.7,773.4,3.51,7,1.16,52258
1.24,51914,51450,50384,51682,6452.45,1960.1,24.21,13704.9,1679.9,2269.33,132260,1,2.7,761.5,3.51,7,1.18,52140
1.22,51450,50384,51682,51526,6446.9,2026.22,26.9,14224.55,1730.37,2366,122635,1.3,2.4,773,3.54,6.96,1.18,51604
1.23,50384,51682,51526,52026,6370.25,1950.12,26.59,14220.34,1737.67,2372.24,114130,1.3,2.4,796.13,3.57,6.95,1.18,51247.71
1.28,51682,51526,52026,52258,6571.95,1960.46,27.13,14617.7,1738.37,2448.6,106330,1.3,2.4,792.67,3.57,6.92,1.19,51504.29
1.35,51526,52026,52258,52140,6606.65,1941.47,26.89,15088.4,1742.62,2453.35,93115,1.3,2.4,784.07,3.57,6.89,1.18,51626
1.22,52026,52258,52140,51604,6685.12,1948.38,27.43,15383.35,1759.65,2497.05,85825,1.38,1.84,773.06,3.54,6.84,1.19,52038
1.11,52258,52140,51604,51247.71,6744.95,1938.32,26.81,14940.8,1749.54,2420.49,75810,1.4,1.7,771.11,3.55,6.83,1.18,51726
1.18,52140,51604,51247.71,51504.29,6808.93,1952.59,27.04,15086.35,1752.5,2491.05,77995,1.4,1.7,762.49,3.54,6.77,1.18,51620
1.19,51604,51247.71,51504.29,51626,6642.88,1880.43,23.57,14375.3,1721.1,2396.25,76790,1.4,1.7,780.94,3.57,6.81,1.17,52124
1.18,51247.71,51504.29,51626,52038,6544.6,1893.65,23.71,14408.4,1731.6,2367.43,146030,1.32,1.22,785.79,3.6,6.79,1.17,53216
1.21,51504.29,51626,52038,51726,6628,1900.25,24.03,14689.85,1772.93,2350.72,156215,1.2,0.5,796.82,3.58,6.72,1.18,54890
1.18,51626,52038,51726,51620,6714.84,1904.51,24.38,15277.3,1843.83,2410.6,165965,1.2,0.5,798.29,3.58,6.73,1.17,57448
1.16,52038,51726,51620,52124,6874.95,1908.08,24.67,15783.85,1830.73,2530.5,181930,1.2,0.5,782.2,3.6,6.68,1.18,57418
1.09,51726,51620,52124,53216,6738.68,1886.24,23.77,15565.35,1812.16,2523.65,174925,1.2,0.5,773.16,3.61,6.71,1.17,58154
1.09,51620,52124,53216,54890,6833.25,1921.1,24.62,15319.98,1889.57,2578.93,172430,1.2,-0.5,757.4,3.6,6.65,1.17,58320
